[	3.6666666666666664e-01	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e+00	1.0000000000000000e+00	6.1151765546331094e-01	2.0439062376828335e-01	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e+00	3.2341483634889069e-02	1.0000000000000000e+00	1.0000000000000000e-02	1.0000000000000000e-02	7.6175191414734311e-01	1.1079398826767707e-02	4.6794968055760217e-01	6.0663610358805298e-01	5.8487888653198077e-05	-1.6099946700510238e-03	3.3927106030265620e-03	6.4028402653252599e-03	-6.7807358096590329e-03	]
[	4.0000000000000002e-01	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e+00	1.0000000000000000e+00	1.9694646748013830e-01	7.5207407719414188e-01	1.0000000000000000e-02	1.0000000000000000e-02	9.8686368812487646e-01	1.0000000000000000e-02	1.0000000000000000e+00	1.0000000000000000e-02	1.0000000000000000e-02	7.8338062060053082e-01	3.8596310921084309e-01	3.4218930221264321e-01	4.1209704309564726e-01	2.8982789354454357e-04	-3.0069318361589420e-03	3.0034209112462362e-03	5.4275416877384072e-07	-5.0516291057382829e-03	]
[	4.3333333333333335e-01	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e+00	1.0000000000000000e+00	1.0000000000000000e-02	2.5544628007162123e-01	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e+00	1.0000000000000000e-02	8.9038134545017666e-01	1.0000000000000000e-02	1.0000000000000000e-02	8.0302224342926931e-01	4.9905664604212630e-01	3.6493416304994875e-01	4.4615232108754765e-01	-3.2614998721724558e-04	-5.4199474917021508e-04	1.5556000462015021e-03	-2.6867185848308693e-03	7.8370323996904516e-03	]
[	4.6666666666666667e-01	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e+00	1.0000000000000000e+00	1.0000000000000000e-02	1.4221515185658834e-02	1.0000000000000000e-02	1.0000000000000000e-02	7.8603010606444268e-01	3.0041294006805982e-02	9.9985705257927082e-01	1.0000000000000000e-02	1.0000000000000000e-02	7.9024178617041840e-01	5.7208559727604413e-01	3.7233320518308438e-01	6.5745285278471566e-01	1.1363049906648975e-04	-1.6935801707918133e-03	1.1446733384969324e-03	-3.4562095977000822e-03	2.7530128609288673e-03	]
[	5.0000000000000000e-01	1.0818338819546114e-02	1.0000000000000000e-02	1.0000000000000000e+00	9.9222238563629317e-01	3.0979177628645904e-01	7.1482024547360346e-01	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e+00	3.8373662870974501e-01	1.0000000000000000e-02	7.9727401431865533e-02	1.0000000000000000e-02	8.0286077255168486e-01	6.8493405646172656e-01	5.1144486840352021e-01	4.5592605009172721e-01	1.7159942948344076e-04	-9.9810390208678827e-04	-1.3117505020519967e-04	-1.7337917181432774e-03	4.2058729754368453e-03	]
[	5.3333333333333333e-01	4.2993000001759113e-01	6.3515258510414518e-01	1.0000000000000000e+00	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	1.0354123859316026e-02	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	3.0645116844789494e-01	1.0000000000000000e+00	2.7118318562874699e-01	7.9134992446117003e-01	6.1332600533945536e-01	4.0951026120300610e-01	5.1495039084172523e-01	2.7561146130026403e-04	-8.1445251985510689e-04	-7.1498603803398907e-04	-3.2282557035426588e-04	1.2656545483878609e-03	]
[	5.6666666666666665e-01	9.4736133798985622e-01	9.2822141653469437e-01	8.8555168281931407e-01	4.2414187518365946e-02	1.0000000000000000e-02	1.0000000000000000e-02	3.0589234365413769e-02	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	5.6441879197106259e-01	1.0000000000000000e+00	1.0000000000000000e+00	8.2343627472173908e-01	6.8025662871125059e-01	5.4369210994961248e-01	5.7359892857681816e-01	4.3549356067257630e-04	1.6100161713381998e-04	-3.4666538782389946e-03	-8.0250802670110059e-04	6.5533243219554824e-03	]
[	5.9999999999999998e-01	9.2968575750992666e-01	1.0000000000000000e+00	8.4532512608058019e-01	3.2862703706042939e-02	1.0000000000000000e-02	1.0000000000000000e-02	5.7374777006580946e-01	1.0000000000000000e-02	1.0000000000000000e-02	1.2196018411755638e-02	7.8719384701064918e-02	1.0000000000000000e+00	1.0000000000000000e+00	8.4284860435836251e-01	6.9791379814426391e-01	6.1123337759684249e-01	5.2141193714855716e-01	-2.8884108621663482e-04	2.5386877076603869e-03	-2.5277647306161596e-03	2.5045099125275490e-03	-2.9003259907952180e-03	]
[	6.3333333333333330e-01	1.0000000000000000e+00	1.0000000000000000e+00	7.4697353189674509e-01	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e+00	3.0388990193903925e-01	1.0000000000000000e-02	1.0000000000000000e-02	1.3466685320062505e-01	1.0000000000000000e+00	1.0000000000000000e+00	7.8616315269535553e-01	7.4272813221140999e-01	3.2991882287699087e-01	2.5504496092595275e-01	7.1851683370796799e-04	1.4363680352694169e-03	-6.8426593223255535e-03	4.8186806882635717e-03	6.3443419276782084e-03	]
[	6.6666666666666663e-01	9.9765713714214665e-01	9.9962740360042723e-01	7.1186955739513458e-01	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e+00	8.9886475298487742e-02	1.0000000000000000e-02	1.2517739949874979e-01	4.7297260780211750e-02	1.0000000000000000e+00	1.0000000000000000e+00	7.5672173589273084e-01	7.7091175741703732e-01	4.0617368558295647e-01	2.7218154828844487e-01	-3.5690906364692967e-06	2.7091337830426692e-03	-2.4515123553608066e-03	2.6556394307286589e-03	-6.5955559517137836e-03	]
[	6.9999999999999996e-01	1.0000000000000000e+00	1.0000000000000000e+00	9.2021907540670789e-01	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	8.3785370040179530e-01	3.1410079605496979e-02	1.2017808364043280e-02	5.9956311803536300e-01	1.0000000000000000e-02	1.0000000000000000e+00	1.0000000000000000e+00	6.8909491082611862e-01	4.8222777655358195e-01	4.5603002757826422e-01	2.8486907717261478e-01	2.3031467639542913e-04	1.4658016673746751e-03	-8.6851113775385453e-04	-2.9726920669353790e-04	-5.9982292728801932e-03	]
[	7.3333333333333328e-01	9.9223256960389228e-01	6.1714438024883600e-01	9.3487251882222233e-01	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	6.9544827849257793e-02	1.3208671039592376e-02	7.8030954929020502e-01	2.6651418981703295e-01	1.0000000000000000e-02	1.0000000000000000e+00	1.0000000000000000e+00	6.6003466043073722e-01	8.1894742223590200e-01	8.4696303163573672e-01	2.6842114076955625e-01	2.8342067441171082e-04	4.2246648211684051e-04	-3.6831171546711445e-04	-1.8072545794357866e-03	-2.3190532868169996e-03	]
[	7.6666666666666672e-01	1.0000000000000000e-02	7.4411159808859950e-01	1.2453618255317103e-01	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	7.4866131149282311e-02	1.0000000000000000e-02	9.0883378702750572e-01	7.8734937832436114e-01	1.2334564010693487e-02	1.0000000000000000e+00	1.0000000000000000e+00	9.6766722819837281e-01	5.9960380151714199e-01	9.7612694629826835e-01	2.8877004203171480e-01	-2.0147531224073241e-04	-1.1578618080833891e-03	-4.5794524683993117e-04	-2.4320012130511041e-03	5.1591950069690843e-03	]
[	8.0000000000000004e-01	1.0000000000000000e-02	1.0000000000000000e-02	6.0226665901926113e-01	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	2.0136699693224155e-01	1.0000000000000000e-02	1.0000000000000000e+00	2.6861389360439925e-01	1.0000000000000000e-02	1.0000000000000000e+00	1.0000000000000000e+00	8.4992853724854789e-01	8.1429522825826062e-01	8.2651535124704179e-01	3.5177661469428023e-01	-9.3578611238312156e-04	-3.9284481739079420e-03	-1.6277909485700719e-03	2.9750170420903312e-03	1.8638312953134381e-02	]
[	8.3333333333333337e-01	1.0000000000000000e-02	1.0000000000000000e-02	9.5687299066025311e-01	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	2.0012064246268994e-02	1.0000000000000000e-02	1.0000000000000000e+00	4.6314976611173642e-01	1.0000000000000000e-02	1.0000000000000000e+00	1.0000000000000000e+00	1.9475817602566770e-01	2.2143613782698710e-01	9.1653780358420889e-01	3.6923586865041452e-01	1.7324155965205756e-04	-6.8348647960264370e-03	-2.6190145832229949e-03	7.7557013571509705e-03	2.4183905968170372e-02	]
[	8.6666666666666670e-01	1.0000000000000000e-02	1.0000000000000000e-02	2.3347368995295856e-01	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e+00	7.9894647290381593e-01	1.0000000000000000e-02	1.0000000000000000e+00	1.0000000000000000e+00	6.5199961453835908e-01	6.6357000189651161e-01	1.0000000000000000e+00	5.0228970823647745e-01	9.8130572877125265e-05	-3.8971143715142891e-03	-2.1001038619828769e-03	9.4188742745727832e-04	1.4522719913750655e-02	]
[	9.0000000000000002e-01	1.0000000000000000e-02	1.0000000000000000e-02	9.9716831037690901e-01	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e+00	6.8102594580601328e-01	1.0000000000000000e-02	1.0000000000000000e+00	1.0000000000000000e+00	5.5697030331118036e-01	6.8543624533314085e-01	7.3902688572979491e-01	2.7344405636828917e-01	-1.6928231040776531e-04	-6.1141673666919574e-03	-2.1397758379204344e-03	1.4999514004645942e-02	1.6460134449062160e-02	]
[	9.3333333333333335e-01	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e+00	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e+00	6.1228875878866329e-01	1.0000000000000000e-02	1.0000000000000000e+00	1.0000000000000000e+00	6.4850974071909717e-01	4.7235113091219844e-01	5.1879289042825560e-01	1.0952087890381515e-01	-1.8720500704923318e-04	-2.3845925714711864e-03	-4.9677883651389520e-03	-1.2972830345374744e-02	1.8394855259915972e-02	]
[	9.6666666666666667e-01	1.0000000000000000e-02	1.0000000000000000e-02	2.2881776996256412e-01	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e+00	9.4833109737081012e-01	1.0000000000000000e-02	1.0000000000000000e+00	1.0000000000000000e+00	8.8129916796740226e-01	7.8200076470114410e-01	1.0000000000000000e+00	3.0422765052343870e-01	-6.7868486821858463e-04	-4.3146680142122527e-03	-1.2578918805820753e-03	-2.8794966639163534e-03	1.8804574927942280e-02	]
[	1.0000000000000000e+00	1.0000000000000000e-02	1.0000000000000000e-02	2.2881776996256412e-01	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e-02	1.0000000000000000e+00	9.4833109737081012e-01	1.0000000000000000e-02	1.0000000000000000e+00	1.0000000000000000e+00	8.8129916796740226e-01	7.8200076470114410e-01	1.0000000000000000e+00	3.0422765052343870e-01	-6.7868486821858463e-04	-4.3146680142122527e-03	-1.2578918805820753e-03	-2.8794966639163534e-03	1.8804574927942280e-02	]
