	0.0000000000000000e+00	9.9974811827884716e-02	9.9984984696740609e-02	1.1510312136159588e+00	1.5707807531562104e+00	1.0720321162102091e+00	1.2336926806273241e+00	-1.8199046805263186e+00	-6.9644374102596851e-01	-3.4038091184663499e-01	9.5249306973093861e-01	-3.0171496444685836e-01	1.7900393691696825e-01	3.3931747376657628e-01	3.8505597875233660e-01	-3.8803241453004461e-01	-3.9225960190392550e-01	-6.9050545196918930e-02	2.6515511910135470e-01	7.0585214350458458e-01	1.8317686991874116e+00	-3.7617410372382853e-01	-1.6214705346388783e-01	2.5425900569620657e-02	1.6399043800976815e-02	-1.3968554270041386e-01	-1.1733484339616020e-01	-6.9979139205443380e-02	2.2232821778983183e-01	0.0000000000000000e+00	
	1.6129032258064516e-02	8.5916331451822356e-02	9.2682672961641108e-02	1.1444587914795870e+00	1.5440647072523925e+00	1.0706105494426883e+00	1.2458193462133726e+00	-1.7913856796504226e+00	-8.6245553088723115e-01	-7.6553303193273436e-01	-1.7525734832737776e+00	-3.0206967995419043e+00	-2.7216825344004542e-01	1.1097646486402644e+00	3.0528183027111027e+00	-3.8608775843037985e-01	-3.7856254090574176e-01	-5.3119285692178816e-02	2.7211871508409757e-01	7.1521586747381172e-01	1.8240752547379149e+00	-3.9391774315652878e-01	4.4153467002923363e-01	1.6288606159938297e+00	1.9550537378994255e+00	1.0411700772066717e+00	1.2494538223182345e+00	-9.3389529178913810e-01	-2.4191347167338773e+00	1.2269880507022461e-01	
	3.2258064516129031e-02	7.1879598820409299e-02	8.2759014268433934e-02	1.1093275306712280e+00	1.4931673865297235e+00	1.0668035036274237e+00	1.2629700635502836e+00	-1.7428198995077455e+00	-7.9244448725680849e-01	-5.8139965968599849e-01	-2.5916045336126872e+00	-3.3192073908085851e+00	-1.5961083653605279e-01	9.9085256483009687e-01	2.9408473343093466e+00	-3.7374239785350588e-01	-3.4975914158337867e-01	-1.7956075484308290e-02	2.9258673682391950e-01	7.3691809755410820e-01	1.8062445060483672e+00	-4.3709214068675423e-01	1.1630382221083193e+00	1.8457214699328934e+00	2.3753130736124177e+00	1.5388792824696298e+00	1.4567882307545910e+00	-1.3216045094761322e+00	-2.9515884863888195e+00	1.5239448985605630e-01	
	4.8387096774193547e-02	5.8191583453756524e-02	7.3678686166313012e-02	1.0696751444350454e+00	1.4406568499115382e+00	1.0629867505651589e+00	1.2802520888163667e+00	-1.6930198386248916e+00	-8.2411513977307860e-01	-6.7371888461081342e-01	-2.2821153143202397e+00	-3.1494162073142067e+00	-2.8022369779126927e-01	9.9810110826045706e-01	3.1917180017670974e+00	-3.5386099304588736e-01	-3.2064848609909191e-01	2.1163087820601060e-02	3.1949962141153238e-01	7.5797962811847008e-01	1.7847314021143643e+00	-4.8357864811903012e-01	1.3222122366031530e+00	1.7319991812828517e+00	2.4656277992765023e+00	1.8125199553854787e+00	1.1647466787298799e+00	-1.3398999762060992e+00	-2.8196989008110478e+00	1.6918227887216555e-01	
	6.4516129032258063e-02	4.4415988659966689e-02	6.5135948606116059e-02	1.0301113643217195e+00	1.3894121546929932e+00	1.0589965755430697e+00	1.2968807682775687e+00	-1.6429468354992536e+00	-7.8925125217911984e-01	-5.2641087403575038e-01	-2.5978923765980237e+00	-3.2074779005884357e+00	-1.7018499727815842e-01	9.7397140504182311e-01	2.9759832573633624e+00	-3.3212023953173114e-01	-2.9271884414336879e-01	6.2140824152695950e-02	3.4987975618374373e-01	7.7789547282779214e-01	1.7624971760369041e+00	-5.3069116265464789e-01	1.3920738696124106e+00	1.6971173497590200e+00	2.6116267025741835e+00	1.9891454707691882e+00	1.3116456685311182e+00	-1.4278305802274598e+00	-3.0327433370852170e+00	1.9100805237068838e-01	
	8.0645161290322578e-02	3.0732406032648828e-02	5.6573531611489612e-02	9.8897540980828724e-01	1.3375647582033436e+00	1.0550083584650725e+00	1.3146247068193668e+00	-1.5931272455651007e+00	-8.2850511783556269e-01	-6.6030444091918927e-01	-2.4620312892227512e+00	-3.1722774232420901e+00	-2.8904554635656782e-01	1.0669574091341087e+00	3.1622128324354439e+00	-3.1045068968241690e-01	-2.6582162504261087e-01	1.0419518207052095e-01	3.8289610345024311e-01	7.9712447874841585e-01	1.7399863661722044e+00	-5.7805969594193851e-01	1.3408595585358440e+00	1.5725804863010020e+00	2.5717733494648667e+00	2.0878936111966517e+00	1.1307534365874496e+00	-1.3509224716941959e+00	-2.8784274887622208e+00	2.1116985257894430e-01	
	9.6774193548387094e-02	1.6947773780684419e-02	4.7853468120400290e-02	9.4815249563276072e-01	1.2865785203905571e+00	1.0506146600121213e+00	1.3320156026062389e+00	-1.5433062269949758e+00	-8.0673207893873000e-01	-5.3550174607188228e-01	-2.5699871285631781e+00	-3.1245025923934775e+00	-2.2133626020772287e-01	9.7097084976791592e-01	2.9856265886371851e+00	-2.8913135749566815e-01	-2.4093003427650009e-01	1.4608404387676069e-01	4.1745427308925420e-01	8.1599806616777282e-01	1.7180647206675324e+00	-6.2535954716972719e-01	1.3036081747613151e+00	1.5008831207495372e+00	2.6265450145963567e+00	2.2281666848710295e+00	1.2128084637895395e+00	-1.3766922990842005e+00	-2.9906224601895914e+00	2.2959711315486991e-01	
	1.1290322580645161e-01	3.1134198613737437e-03	3.9014475658267961e-02	9.0627327028133142e-01	1.2354510760046697e+00	1.0458589662420674e+00	1.3501422215575911e+00	-1.4938574215505307e+00	-8.4533316318625407e-01	-6.5855727409583475e-01	-2.5860088302454169e+00	-3.1590914451898295e+00	-3.4251234957851495e-01	1.1290959312284212e+00	3.1196150882422859e+00	-2.6873777375277175e-01	-2.1675254089881382e-01	1.8801164899990885e-01	4.5410762356902878e-01	8.3446920517879486e-01	1.6959787169383502e+00	-6.7268241836042908e-01	1.2551161284608785e+00	1.4602465897683350e+00	2.5467449573292074e+00	2.2696188639979420e+00	1.1185403915976990e+00	-1.3277342199783355e+00	-2.9102525175061307e+00	2.4750278870172648e-01	
	1.2903225806451613e-01	-1.0772610428087590e-02	2.9551765680944725e-02	8.6465448483191565e-01	1.1849449822923603e+00	1.0405146889797334e+00	1.3679619069791222e+00	-1.4445544561477286e+00	-8.3135121339664475e-01	-5.8600523155655293e-01	-2.5480005983397049e+00	-3.0633214751582742e+00	-3.0362881668807767e-01	9.6943479560432411e-01	2.9835940494560313e+00	-2.4835125319552206e-01	-1.9357016641617161e-01	2.2980602527630892e-01	4.9273359128122751e-01	8.5229500469494890e-01	1.6743449433914164e+00	-7.2025533912804829e-01	1.2908044448651121e+00	1.3918750614042372e+00	2.6225540422707954e+00	2.4932077294308219e+00	1.1128652796527090e+00	-1.3373749666101935e+00	-3.0104698552662454e+00	2.6435333699931440e-01	
	1.4516129032258066e-01	-2.4525931258321351e-02	1.9545193522547907e-02	8.2285377245927838e-01	1.1348865823998211e+00	1.0345036279906921e+00	1.3860454649074572e+00	-1.3956503088323837e+00	-8.4426422296006498e-01	-6.9616329451170900e-01	-2.6133961058116664e+00	-3.1028377239541602e+00	-4.3847172859413308e-01	1.1890077179052401e+00	3.0750816148979068e+00	-2.2748701674697325e-01	-1.7137095336288433e-01	2.7247227268110086e-01	5.3353338984737320e-01	8.6931890415322799e-01	1.6528149893780457e+00	-7.6829684728549430e-01	1.3076999860477836e+00	1.3548839470155194e+00	2.6500444344593155e+00	2.4987720059603831e+00	1.0172376569048447e+00	-1.2621813196501179e+00	-2.9750820250417718e+00	2.8412961772824785e-01	
