	0.0000000000000000e+00	7.0376644956373502e-01	7.2599596142180578e-01	2.3359759752159670e-01	9.4697773655692374e-01	1.0258399869095480e-01	8.6506687774837304e-02	1.0008566682700396e-02	1.0036033141031769e-02	1.0015556312122529e-02	1.8447624095229573e-01	4.4159273289667830e-02	1.1829307391201195e-02	9.6612149673348280e-01	1.0007315400121479e-02	1.2690767990720597e-01	1.0379426612289991e-01	2.8544244231739047e-01	9.9999890441410666e-03	3.4252990507977212e-03	-7.2092080280616450e-02	-6.5330300832523905e-02	-1.0799475326373568e-01	1.9304933959781494e-02	-1.0548935461497866e+00	4.5388362709799290e-01	8.9006334687871458e-01	7.7405820183914664e-01	4.5224016050642002e-01	3.0293527062570641e-01	9.9999890441410666e-03	9.9999890441410666e-03	3.2184491294625467e-01	7.1534100178560059e-02	2.3075115166391647e-01	9.9999890437903419e-03	9.9999890441410666e-03	9.9999890441410666e-03	5.7516335615598280e-01	8.8322456716780884e-01	1.0182335116700834e-01	4.6422799881444168e-02	2.5379817658567377e-01	8.2063173377619064e-02	4.0813340020812846e-03	5.5009835297601402e-02	9.1466263521624777e-03	4.8491659211757606e-03	4.7508212444649353e-02	-9.4271465198753590e-01	-5.9155992978898897e-01	
	1.6129032258064516e-02	3.3053569898473750e-01	3.4682600299060462e-01	3.2730719956787463e-01	6.1490332666741432e-01	9.9999890441410666e-03	1.0187443553957901e-02	1.0002219398207481e-02	1.2641470371791726e-02	4.0346225061799040e-01	5.7994557928900993e-02	1.0001863496401944e-02	8.3122832421263643e-02	4.8047874311890670e-01	2.1812858640516142e-01	1.2339426642056436e-01	7.9131567629744770e-02	2.6162603830327391e-01	1.2820241636488475e-01	3.7049410268449870e-03	9.0633224222564354e-02	-2.4343979076392248e-02	9.6232759878529417e-02	2.1396722997668843e-02	-5.5696037121414654e-01	2.7927885411012564e-02	2.2910364268607872e-01	2.2140454926947081e-01	2.8736017943759823e-01	2.9678977311976090e-01	9.9999890441410666e-03	9.9999890441410666e-03	8.0502489480623163e-02	2.9454661236243851e-02	1.7639889672047560e-01	9.9999890441410666e-03	9.9999890441410666e-03	9.0690507796629571e-02	3.9158419950819434e-01	3.5045287293585786e-01	1.0778160616724633e-01	1.1303712893703388e-01	9.5976312410824299e-02	1.0177419646298892e-01	5.3440537265261002e-03	2.3261312626003294e-02	-1.5151970702654497e-03	-6.9482925171530504e-03	2.6593111140252597e-02	-1.1378866416425666e-01	1.9757262599699166e-02	
	3.2258064516129031e-02	1.0367463682323332e-02	3.4696559430098273e-01	6.1759190089622155e-02	2.2596334299119916e-01	1.4854747784224323e-01	1.4696175413242688e-01	1.0601929513973469e-02	5.0149109785600932e-01	8.1200861562801249e-02	3.0224310516507730e-01	1.5212144014106513e-01	1.6943404808929197e-01	3.8706401697789533e-01	1.2230104656618805e-02	1.2503641699294052e-01	9.8484706867144445e-02	2.3217942479912779e-01	1.9199012351466004e-02	3.9138422906920970e-03	-6.9099311855869719e-02	-1.2641218817174360e-02	-7.1507903648119583e-02	2.4440156193951202e-03	-4.2136187032803619e-02	-2.9994530532046565e-02	4.4698120780902621e-02	1.8546283341131432e-02	2.3870791463451840e-01	2.6626309558134241e-02	1.3485032526742886e-02	1.2900034081896052e-02	7.3185554423465429e-02	9.9999890441410666e-03	1.7090804584823577e-01	1.7233435076966266e-01	1.2549631001750702e-02	6.9304774712143316e-02	3.5840958748251578e-02	2.0226338379489645e-01	1.0972950503686323e-01	8.8693538776807912e-02	1.7167466357834485e-01	8.1301601350664929e-02	4.7411047876373741e-03	8.5840038533233822e-03	-3.3496590586487825e-03	1.1092001261527130e-02	2.0924854472928404e-02	3.4511942715949318e-01	2.3263314516137146e-01	
	4.8387096774193547e-02	2.2876166945118334e-01	2.1918246782401210e-01	2.2361026225537742e-01	3.6316084819678535e-01	9.9999890441412852e-03	1.1508595629118002e-02	7.0506094772552222e-02	3.1620529966435489e-02	3.1885349483417130e-01	5.3558617099519479e-02	1.0081652515433014e-02	1.1526383985358857e-01	2.7681515565465725e-01	1.9171525998913971e-01	1.1713767286654961e-01	1.0697888207543349e-01	1.6940857869275780e-01	5.6488863207702210e-02	4.6314898329734479e-03	4.3997924868269894e-02	-8.0581962043807780e-03	4.4834869371362503e-02	1.3331709533240933e-02	-3.2879062996588665e-01	-1.8528254187382454e-02	4.1863341741539516e-02	6.1483679773580220e-02	2.3949749903109510e-01	1.4258787200718631e-01	9.9999890441410666e-03	9.9999890441410666e-03	9.9999890441410666e-03	5.4086059229084167e-02	1.9961504457729412e-01	1.8769847595156094e-01	4.0016632777231401e-02	2.1835254266357469e-02	2.7090663469560938e-01	1.4682332381034596e-01	1.1892200254254591e-01	1.0466195131322693e-01	1.7504999586189351e-01	5.2073115367415324e-02	4.5999405593308120e-03	6.9767586537453448e-03	-7.7912168996269763e-03	-6.3274348908989742e-03	2.3895666573563165e-02	3.5956461333665124e-01	2.8052620800619554e-01	
	6.4516129032258063e-02	1.0075167926438314e-02	2.7211887491687614e-01	1.1456662758886224e-01	2.7264618892352754e-01	1.0986917413463168e-01	1.0947878618014599e-01	1.0297006699405328e-02	3.9348515214392588e-01	5.7601582638903262e-02	2.3098371440022092e-01	9.1265875300362148e-02	1.8125849047152212e-01	3.8572859151341410e-01	1.1650787926484843e-02	1.2268881490810192e-01	9.6809323193737293e-02	2.1458500448709769e-01	3.4494250583330464e-02	4.2772495513813810e-03	-3.1972853480511813e-02	-1.2238201198145452e-02	-4.0105783536723033e-02	5.9029451284298550e-03	4.0064105175839644e-02	-2.8987429395099268e-02	9.9999890441410666e-03	9.9999890441410666e-03	2.7466074695431769e-01	2.2685053183741182e-02	9.9999890441410666e-03	9.9999890441410666e-03	9.9999890441410666e-03	9.9999890441410666e-03	3.7165688802467439e-01	1.8024238712863788e-01	1.3591487003470338e-02	1.8005747153864804e-01	2.9198075559991727e-02	1.8291052910827613e-01	1.1645069957633922e-01	8.7033187739515766e-02	2.0815340333758614e-01	5.7970761982626101e-02	4.4518216522615997e-03	5.8597685242908031e-03	-9.9852624741767222e-03	-3.4824483714221851e-03	2.7849835576189419e-02	4.6176359912250975e-01	3.0867174664611874e-01	
	8.0645161290322578e-02	2.0123773734912398e-01	1.9179191316382888e-01	2.1821585628566109e-01	2.6849186439122363e-01	1.0000252164287423e-02	1.0000262310861796e-02	7.6140905581955298e-02	7.7821400068623370e-02	2.3216641678667677e-01	6.2999538362601110e-02	1.0624111473337304e-02	1.2651978853712864e-01	2.2714681083848845e-01	1.5139795665301733e-01	1.1818070681700057e-01	1.0476504317547204e-01	1.7212715353565100e-01	6.3477019969527246e-02	4.7719873187789599e-03	2.7748642123063393e-02	-5.6117360783879229e-03	2.5722846677885831e-02	1.7994973361398652e-02	-2.8239798148562756e-01	-1.0655540481339839e-02	9.9999890441410666e-03	9.9999890441410666e-03	2.1942588215282061e-01	1.1620520428276723e-01	1.1395338013150430e-02	1.1297471752847073e-02	1.0043434412248812e-02	2.9684607570831290e-02	1.9344691704535028e-01	1.9646298061251713e-01	3.9436035355449157e-02	9.9999890441410666e-03	2.2240424784180307e-01	1.2613550493693515e-01	1.2219236743941050e-01	1.1228936984947802e-01	1.7080756411191805e-01	5.0222173887837257e-02	4.7142681530940450e-03	4.6665691933257146e-03	-7.2520863355348174e-03	-7.2419576818647437e-03	2.2290990864727921e-02	3.9443813472692396e-01	3.0156752913885154e-01	
	9.6774193548387094e-02	1.1238544872125134e-02	2.3264876860924572e-01	1.8920192464839802e-01	3.2414395121680506e-01	7.2159621061794549e-02	7.2123702505271989e-02	9.9999890441410666e-03	2.9907981222707503e-01	3.1759625082597547e-02	1.7193799501649984e-01	4.4793585675937164e-02	1.9766179391826763e-01	3.8712718099091203e-01	1.1035402302708483e-02	1.2430199758818496e-01	1.0067233156006268e-01	2.1119915026726194e-01	3.9077566385805021e-02	4.4291348843767276e-03	-6.0982045287554390e-03	-1.3178581641901216e-02	-2.0913203657031455e-02	1.3732255492380219e-02	9.8373102577911140e-02	-3.0565174561916160e-02	9.9999890441410666e-03	9.9999890441410666e-03	2.7307889602387064e-01	4.0049356671854108e-02	1.0002855793223180e-02	1.0003588432540731e-02	9.9999890441410666e-03	9.9999890441410666e-03	3.2374903597025739e-01	7.1970234222119317e-02	9.9999890441410666e-03	2.1591524082913699e-01	7.2237764629271645e-02	1.6663089902791672e-01	1.1825595339493213e-01	9.6212450745785869e-02	1.8934420046426237e-01	6.6043560510875302e-02	4.7379015278460499e-03	5.0866695943272752e-03	-1.1674838263915506e-02	-7.2560776863709250e-03	2.9714923334014008e-02	3.9383838885458378e-01	2.8647922896208450e-01	
	1.1290322580645161e-01	1.6229264252050896e-01	1.8042934575758568e-01	2.4194359021673514e-01	2.5861054599856526e-01	1.0000249762582696e-02	1.0000252181681770e-02	7.9612369229774910e-02	9.9132266096667032e-02	1.4800547903898287e-01	6.6983989340604816e-02	3.6124715109195155e-02	1.6901537717721976e-01	2.0113562852756664e-01	1.9389633254296093e-01	1.2022347337629265e-01	1.0515810681235588e-01	1.7600100065309424e-01	6.6963962120326057e-02	4.8883204749629186e-03	2.3431620745956429e-02	-5.9076863092496429e-03	1.3925044655501760e-02	2.2757764505520833e-02	-2.4535388824887483e-01	1.0849635629660636e-02	9.9999890441410666e-03	9.9999890441410666e-03	2.5902399878421223e-01	1.0524321083700565e-01	2.1903872548911907e-02	2.1408911012556167e-02	9.9999890441410666e-03	4.5576206317905224e-02	2.4290453432938883e-01	5.1812230985272260e-02	3.4047696070112855e-02	1.5056671888187195e-01	1.9116493478759114e-01	1.6603796853714606e-01	1.2161698252299298e-01	1.1669348244875485e-01	1.5385342356803497e-01	6.6561506901457304e-02	5.0367629629190728e-03	6.0736480764443353e-03	-9.9730149596590767e-03	-9.9098639525896353e-03	2.7556508463509599e-02	3.3480080294678000e-01	2.6969155180062548e-01	
	1.2903225806451613e-01	1.1220006843865805e-02	2.1647716727992100e-01	2.6731817557449533e-01	3.4182209136470976e-01	3.5007607525402953e-02	3.5575567353825319e-02	9.9999890441410666e-03	1.8754634346714502e-01	3.7932637059013355e-02	1.3875112585912530e-01	1.4098774379732920e-02	2.3325460723087710e-01	2.9882334101984009e-01	1.0248373011535944e-01	1.2618833553041919e-01	1.0328831573231989e-01	2.1061310772481648e-01	4.3944590494837753e-02	4.5843211590183321e-03	8.6975514625540033e-03	-1.5721267395012579e-02	-1.4819566155426738e-02	2.5382453866873621e-02	1.5263945488583786e-01	-9.1476125004599073e-03	1.6343093555148191e-02	1.0007487814298279e-02	3.2454650733016466e-01	1.2851819160692601e-01	3.7424397711325039e-02	3.6448902174364632e-02	2.1672647101854250e-02	6.5073924751092818e-02	2.8055197904875773e-01	9.9999890441412800e-03	1.3320271702753005e-02	2.7792702887673476e-01	1.5706151817993691e-01	2.5460207290065306e-01	1.2242108558255242e-01	1.1468987328721018e-01	1.6236832167371165e-01	6.7505500301093965e-02	5.0446538738956994e-03	1.1715001425038963e-02	-1.2581325072712988e-02	-1.0111829028957528e-02	3.5010048058738689e-02	2.9951230559474590e-01	2.6289681520862018e-01	
	1.4516129032258066e-01	1.2380131652439734e-01	1.6662840227168144e-01	3.0264223659588385e-01	3.1520564320089589e-01	1.6879767880172463e-02	1.5757205260589633e-02	9.0176565267927680e-02	5.5551687714683419e-02	7.9392673959685661e-02	1.0444518922712021e-01	5.1211531494301195e-02	2.3362355258981121e-01	1.6536804726306512e-01	3.4574522166368132e-01	1.2314229302055106e-01	1.0598392900275563e-01	1.8388327270539179e-01	6.7512254612821510e-02	4.9727925390786916e-03	2.9081713033216883e-02	-7.4739107519212209e-03	-8.6255869001509869e-04	2.9955815291457667e-02	-2.0057791810727302e-01	3.2300453846047433e-02	2.4116552651828854e-02	5.5383458827356423e-02	3.6272752554595478e-01	3.1826452815717965e-01	2.2491514230920100e-02	2.1968768768815969e-02	2.5463539883994822e-02	8.1950471990081000e-02	2.9241292097626764e-01	3.3038684818353044e-02	2.7625540714415541e-02	4.8369892781523094e-01	2.0444045747714393e-01	3.9240316891734900e-01	1.3038699418640981e-01	1.1288557883173976e-01	2.0831533187076928e-01	3.4794621986734796e-02	4.6068412091946811e-03	2.4467756099346951e-02	-7.5584201403383691e-03	-1.5155447353129094e-02	3.4098206719084159e-02	3.6033214682329018e-01	2.7544103876224924e-01	
